Sample_ID,QPCR_Sample_ID,Collect_Site,Frog_ID,Sample_Status,Extract_Plate_ID,Extract_Date,Extract_Lab,Extract_Tech,Extract_Loc,Extract_Well_Pos,Extract_Neg_Cont,Extract_BdPosCont,QPCR_Plate_ID,QPCR_Date,QPCR_File_Name,QPCR_Lab,QPCR_Tech,QPCR_Well_Pos,QPCR_Diluted,QPCR_NegCont,Sample_Quality,Sample_IPC,Sample_Rerun,Sample_Bd,Sample_Bd_CT,Sample_Bd_qty,Sample_Bd_swab_qty,Sample_Bsal,Sample_Bsal_CT,Sample_Bsal_qty,Sample_Bsal_swab_qty,Notes
180121-23-LA01-LISP,180121 LA01-23,LA,180121-23,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,D6,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,D6,no,negative,pass,pass,no,negative,,,,negative,,,,
180121-24-LA01-LISP,180121 LA01-24,LA,180121-24,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,D7,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,D7,no,negative,pass,pass,no,negative,,,,negative,,,,
180121-25-LA01-LISP,180121 LA01-25,LA,180121-25,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,D8,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,D8,no,negative,pass,pass,no,negative,,,,negative,,,,
180121-26-LA01-LISP,180121 LA01-26,LA,180121-26,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,D9,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,D9,no,negative,pass,pass,no,negative,,,,negative,,,,
180121-27-LA01-LISP,180121 LA01-27,LA,180121-27,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,D10,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,D10,no,negative,pass,pass,no,negative,,,,negative,,,,
180121-28-LA01-LISP,180121 LA01-28,LA,180121-28,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,D11,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,D11,no,negative,pass,pass,no,negative,,,,negative,,,,
180121-29-LA01-LISP,180121 LA01-29,LA,180121-29,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,D12,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,D12,no,negative,pass,pass,no,negative,,,,negative,,,,
180121-30-LA01-LISP,180121 LA01-30,LA,180121-30,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,E1,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,E1,no,negative,pass,pass,no,negative,,,,negative,,,,
180121-31-LA01-LISP,180121 LA01-31,LA,180121-31,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,E2,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,E2,no,negative,pass,pass,no,negative,,,,negative,,,,
180121-32-LA01-LISP,180121 LA01-32,LA,180121-32,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,E3,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,E3,no,negative,pass,pass,no,negative,,,,negative,,,,
180121-33-LA01-LISP,180121 LA01-33,LA,180121-33,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,E4,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,E4,no,negative,pass,pass,no,negative,,,,negative,,,,
180121-34-LA01-LICA,180121 LA01-34,LA,180121-34,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,E5,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,E5,no,negative,pass,pass,no,negative,,,,negative,,,,
180121-35-LA01-LICL,180121 LA01-35,LA,180121-35,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,E6,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,E6,no,negative,pass,pass,no,positive,37.3063736,3.081236839,123.2494736,negative,,,,
180121-36-LA01-LICL,180121 LA01-36,LA,180121-36,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,E7,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,E7,no,negative,pass,pass,no,negative,,,,negative,,,,
180121-37-LA01-LICL,180121 LA01-37,LA,180121-37,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,E8,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,E8,no,negative,pass,pass,no,negative,,,,negative,,,,
180121-38-LA01-LICL,180121 LA01-38,LA,180121-38,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,E9,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,E9,no,negative,pass,pass,no,negative,,,,negative,,,,
180121-39-LA01-EUQU,180121 LA01-39,LA,180121-39,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,E10,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,E10,no,negative,pass,pass,no,positive,32.81485748,74.70875549,2988.35022,negative,,,,
180121-40-LA01-AMTA,180121 LA01-40,LA,180121-40,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,E11,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,E11,no,negative,pass,pass,no,negative,,,,negative,,,,
180121-41-LA01-AMTA,180121 LA01-41,LA,180121-41,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,E12,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,E12,no,negative,pass,pass,no,negative,,,,negative,,,,
180123-01-LA05-LICL,180123 LA05-01,LA,180123-01,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,F2,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,F2,no,negative,pass,pass,no,negative,,,,negative,,,,
180123-02-LA05-EUQU,180123 LA05-02,LA,180123-02,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,F3,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,F3,no,negative,pass,pass,no,negative,,,,negative,,,,
180123-03-LA05-EUQU,180123 LA05-03,LA,180123-03,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,F4,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,F4,no,negative,pass,pass,no,positive,26.52700996,6483.234375,259329.375,negative,,,,
180124-01-LA01-ACBL,180124 LA01-01,LA,180124-01,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,F5,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,F5,no,negative,pass,pass,no,negative,,,,negative,,,,
180124-02-LA01-EUQU,180124 LA01-02,LA,180124-02,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,F6,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,F6,no,negative,pass,pass,no,negative,,,,negative,,,,
180124-03-LA01-LICL,180124 LA01-03,LA,180124-03,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,F7,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,F7,no,negative,pass,pass,no,negative,,,,negative,,,,
180124-04-LA01-LICL,180124 LA01-04,LA,180124-04,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,F8,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,F8,no,negative,pass,pass,no,negative,,,,negative,,,,
180124-05-LA01-LICL,180124 LA01-05,LA,180124-05,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,F9,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,F9,no,negative,pass,pass,no,negative,,,,negative,,,,
180124-06-LA01-LICL,180124 LA01-06,LA,180124-06,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,F10,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,F10,no,negative,pass,pass,no,negative,,,,negative,,,,
180124-07-LA01-LICL,180124 LA01-07,LA,180124-07,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,F11,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,F11,no,negative,pass,pass,no,negative,,,,negative,,,,
180124-08-LA01-LICL,180124 LA01-08,LA,180124-08,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,F12,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,F12,no,negative,pass,pass,no,negative,,,,negative,,,,
180124-09-LA01-LICL,180124 LA01-09,LA,180124-09,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,G1,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,G1,no,negative,pass,pass,no,negative,,,,negative,,,,
180124-10-LA01-LICL,180124 LA01-10,LA,180124-10,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,G2,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,G2,no,negative,pass,pass,no,negative,,,,negative,,,,
180125-01-LA03-AMMA,180125 LA03-01,LA,180125-01,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,G3,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,G3,no,negative,pass,pass,no,negative,,,,negative,,,,
180125-02-LA03-AMMA,180125 LA03-02,LA,180125-02,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,G4,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,G4,no,negative,pass,pass,no,positive,36.04359436,7.551186085,302.0474434,negative,,,,
180125-03-LA03-LICL,180125 LA03-03,LA,180125-03,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,G5,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,G5,no,negative,pass,pass,no,positive,25.55272865,12946.23828,517849.5313,negative,,,,
180125-04-LA03-LICL,180125 LA03-04,LA,180125-04,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,G6,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,G6,no,negative,pass,pass,no,positive,38.27408981,1.550233483,62.00933933,negative,,,,
180125-05-LA03-LICL,180125 LA03-05,LA,180125-05,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,G7,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,G7,no,negative,pass,pass,no,negative,,,,negative,,,,
180125-06-LA03-LICL,180125 LA03-06,LA,180125-06,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,A1,negative,positive,SERDP_64_051418,5/14/18,SERDP_64_051418,RZ lab,DPW,C1,no,negative,pass,pass,no,negative,,,,negative,,,,
180125-07-LA03-LICL,180125 LA03-07,LA,180125-07,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,A2,negative,positive,SERDP_64_051418,5/14/18,SERDP_64_051418,RZ lab,DPW,C2,no,negative,pass,pass,no,negative,,,,negative,,,,
180125-08-LA03-LICL,180125 LA03-08,LA,180125-08,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,A3,negative,positive,SERDP_64_051418,5/14/18,SERDP_64_051418,RZ lab,DPW,C3,no,negative,pass,pass,no,negative,,,,negative,,,,
180125-09-LA03-LICL,180125 LA03-09,LA,180125-09,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,A4,negative,positive,SERDP_64_051418,5/14/18,SERDP_64_051418,RZ lab,DPW,C4,no,negative,pass,pass,no,negative,,,,negative,,,,
180125-10-LA03-LICL,180125 LA03-10,LA,180125-10,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,A5,negative,positive,SERDP_64_051418,5/14/18,SERDP_64_051418,RZ lab,DPW,C5,no,negative,pass,pass,no,negative,,,,negative,,,,
180126-01-LA02-LISP,180126 LA02-01,LA,180126-01,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,G8,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,G8,no,negative,pass,pass,no,positive,29.87325096,602.8526611,24114.10645,negative,,,,
180126-02-LA02-LISP,180126 LA02-02,LA,180126-02,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,G9,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,G9,no,negative,pass,pass,no,positive,35.96819687,7.966338158,318.6535263,negative,,,,
180126-03-LA02-LISP,180126 LA02-03,LA,180126-03,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,G10,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,G10,no,negative,pass,pass,no,positive,26.94432068,4821.06543,192842.6172,negative,,,,
180126-04-LA02-LISP,180126 LA02-04,LA,180126-04,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,G11,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,G11,no,negative,pass,pass,no,positive,27.46886253,3322.286133,132891.4453,negative,,,,
180126-05-LA02-LISP,180126 LA02-05,LA,180126-05,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,G12,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,G12,no,negative,pass,pass,no,positive,29.01520348,1108.486572,44339.46289,negative,,,,
180126-06-LA02-LISP,180126 LA02-06,LA,180126-06,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,H1,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,H1,no,negative,pass,pass,no,negative,,,,negative,,,,
180126-07-LA02-LISP,180126 LA02-07,LA,180126-07,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,H2,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,H2,no,negative,pass,pass,no,positive,31.64568138,171.3190308,6852.76123,negative,,,,
180126-08-LA02-LISP,180126 LA02-08,LA,180126-08,Complete,DPW_040918_SERDP_53,4/9/18,RZ lab,DPW,Pitt -80,H3,negative,positive,SERDP_65_051518,5/15/18,SERDP_65_051518,RZ lab,DPW,H3,no,negative,pass,pass,no,positive,36.13282394,7.087734699,283.509388,negative,,,,
180126-09-LA02-LICA,180126 LA02-09,LA,180126-09,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,A6,negative,positive,SERDP_64_051418,5/14/18,SERDP_64_051418,RZ lab,DPW,C6,no,negative,pass,pass,no,positive,33.10962677,14.02622986,561.0491943,negative,,,,
180126-10-LA02-LICA,180126 LA02-10,LA,180126-10,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,A7,negative,positive,SERDP_64_051418,5/14/18,SERDP_64_051418,RZ lab,DPW,C7,no,negative,pass,pass,no,negative,,,,negative,,,,
180126-11-LA02-LICA,180126 LA02-11,LA,180126-11,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,A8,negative,positive,SERDP_64_051418,5/14/18,SERDP_64_051418,RZ lab,DPW,C8,no,negative,pass,pass,no,positive,25.62727928,2828.40625,113136.25,negative,,,,
180126-12-LA02-LICA,180126 LA02-12,LA,180126-12,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,A9,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,A9,no,negative,pass,pass,no,negative,,,,,,,,Bsal not run
180126-13-LA02-LICA,180126 LA02-13,LA,180126-13,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,A10,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,A10,no,negative,pass,pass,no,positive,35.3129921,18.29447365,731.7789459,,,,,Bsal not run
180126-14-LA02-LICA,180126 LA02-14,LA,180126-14,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,A11,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,A11,no,negative,pass,pass,no,positive,37.89710999,2.994994164,119.7997665,,,,,Bsal not run
180126-15-LA02-LICA,180126 LA02-15,LA,180126-15,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,A12,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,A12,no,negative,pass,pass,no,positive,35.36576843,17.63066673,705.2266693,,,,,Bsal not run
180126-16-LA02-LICA,180126 LA02-16,LA,180126-16,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,B1,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,B1,no,negative,pass,pass,no,positive,37.16357422,5.005999565,200.2399826,,,,,Bsal not run
180126-17-LA02-LICA,180126 LA02-17,LA,180126-17,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,B2,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,B2,no,negative,pass,pass,no,positive,32.96850204,94.48532104,3779.412842,,,,,Bsal not run
180126-18-LA02-LICA,180126 LA02-18,LA,180126-18,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,B3,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,B3,no,negative,pass,pass,no,positive,35.35541534,17.75895691,710.3582764,,,,,Bsal not run
180126-19-LA02-LICA,180126 LA02-19,LA,180126-19,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,B4,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,B4,no,negative,pass,pass,no,negative,,,,,,,,Bsal not run
180126-20-LA02-LICA,180126 LA02-20,LA,180126-20,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,B5,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,B5,no,negative,pass,pass,no,positive,27.98020554,3108.036865,124321.4746,,,,,Bsal not run
180126-21-LA02-LICA,180126 LA02-21,LA,180126-21,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,B6,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,B6,no,negative,pass,pass,no,positive,33.36864471,71.39477539,2855.791016,,,,,Bsal not run
180126-22-LA02-LICA,180126 LA02-22,LA,180126-22,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,B7,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,B7,no,negative,pass,pass,no,negative,,,,,,,,Bsal not run
180126-23-LA02-LICA,180126 LA02-23,LA,180126-23,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,B8,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,B8,no,negative,pass,pass,no,negative,,,,,,,,Bsal not run
180126-24-LA02-LICA,180126 LA02-24,LA,180126-24,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,B9,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,B9,no,negative,pass,pass,no,positive,34.32836533,36.45697403,1458.278961,,,,,Bsal not run
180126-25-LA02-LICA,180126 LA02-25,LA,180126-25,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,B10,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,B10,no,negative,pass,pass,no,positive,32.95411682,95.44197083,3817.678833,,,,,Bsal not run
180126-26-LA02-LICA,180126 LA02-26,LA,180126-26,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,B11,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,B11,no,negative,pass,pass,no,positive,38.39583969,2.112098694,84.48394775,,,,,Bsal not run
180126-27-LA02-LICA,180126 LA02-27,LA,180126-27,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,B12,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,B12,no,negative,pass,pass,no,negative,,,,,,,,Bsal not run
180126-28-LA02-LICA,180126 LA02-28,LA,180126-28,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,C1,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,C1,no,negative,pass,pass,no,positive,32.59199142,122.9914322,4919.657288,,,,,Bsal not run
180126-29-LA02-LICA,180126 LA02-29,LA,180126-29,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,C2,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,C2,no,negative,pass,pass,no,negative,,,,,,,,Bsal not run
180126-30-LA02-LICA,180126 LA02-30,LA,180126-30,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,C3,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,C3,no,negative,pass,pass,no,negative,,,,,,,,Bsal not run
180126-31-LA02-LICA,180126 LA02-31,LA,180126-31,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,C4,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,C4,no,negative,pass,pass,no,positive,38.63346863,1.788309336,71.53237343,,,,,Bsal not run
180126-32-LA02-LICA,180126 LA02-32,LA,180126-32,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,C5,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,C5,no,negative,pass,pass,no,negative,,,,,,,,Bsal not run
180127-01-LA05-LISP,180127 LA05-01,LA,180127-01,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,C7,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,C7,no,negative,pass,pass,no,negative,,,,,,,,Bsal not run
180127-02-LA05-LISP,180127 LA05-02,LA,180127-02,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,C8,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,C8,no,negative,pass,pass,no,negative,,,,,,,,Bsal not run
180127-03-LA05-LICL,180127 LA05-03,LA,180127-03,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,C9,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,C9,no,negative,pass,pass,no,positive,35.96962357,11.55086422,462.0345688,,,,,Bsal not run
180127-04-LA05-LICL,180127 LA05-04,LA,180127-04,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,C10,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,C10,no,negative,pass,pass,no,positive,36.68335342,7.007181644,280.2872658,,,,,Bsal not run
180127-05-LA05-LICL,180127 LA05-05,LA,180127-05,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,C11,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,C11,no,negative,pass,pass,no,negative,,,,,,,,Bsal not run
180127-06-LA05-LICL,180127 LA05-06,LA,180127-06,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,C12,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,C12,no,negative,pass,pass,no,positive,38.1090126,2.581955194,103.2782078,,,,,Bsal not run
180127-07-LA05-LICL,180127 LA05-07,LA,180127-07,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,D1,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,D1,no,negative,pass,pass,no,positive,32.52025223,129.3282318,5173.129272,,,,,Bsal not run
180127-08-LA05-LICL,180127 LA05-08,LA,180127-08,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,D2,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,D2,no,negative,pass,pass,no,negative,,,,,,,,Bsal not run
180127-09-LA05-LICL,180127 LA05-09,LA,180127-09,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,D3,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,D3,no,negative,pass,pass,no,negative,,,,,,,,Bsal not run
180127-10-LA05-LICL,180127 LA05-10,LA,180127-10,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,D4,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,D4,no,negative,pass,pass,no,negative,,,,,,,,Bsal not run
180127-11-LA05-LICL,180127 LA05-11,LA,180127-11,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,D5,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,D5,no,negative,pass,pass,no,positive,34.45693588,33.31790161,1332.716064,,,,,Bsal not run
180127-12-LA05-LICL,180127 LA05-12,LA,180127-12,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,D6,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,D6,no,negative,pass,pass,no,negative,,,,,,,,Bsal not run
180127-13-LA05-LICL,180127 LA05-13,LA,180127-13,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,D7,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,D7,no,negative,pass,pass,no,negative,,,,,,,,Bsal not run
180127-14-LA05-LICL,180127 LA05-14,LA,180127-14,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,D8,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,D8,no,negative,pass,pass,no,negative,,,,,,,,Bsal not run
180130-01-LA01-EUQU,180130 LA01-01,LA,180130-01,Complete,DPW_040918_SERDP_54,4/9/18,RZ lab,DPW,Pitt -80,E6,negative,positive,SERDP_66_051718,5/17/18,SERDP_66_051718,RZ lab,DPW,E6,no,negative,pass,pass,no,negative,,,,,,,,Bsal not run
